1.780817635949907829e-02  -1.091633329454744656e-04  4.005980828354325666e-05  4.956012288651587044e-06  1.268743346166863097e-03  7.828796409780179469e-04  1.173207326626057000e-02  2.119732743348523183e-04  7.350216294168248482e-04  -5.846053333901725016e-05  1.587668940918759118e-03  3.334188811098253992e-05  2.874302817189209117e-03  -2.108914860558865902e-04  -4.528119445285404217e-05  7.312809910528956245e-05  3.314731178692604564e-04  3.889939252315389746e-03
-1.091633329454504776e-04  1.780852653125720650e-02  3.755636669190137570e-05  -1.279609288342475459e-03  -6.439260931209555276e-06  -7.803153460693428457e-04  -2.115326646548868535e-04  2.872817623069895757e-03  -4.553201916053589368e-05  -3.317155057425375344e-04  -7.392267255172393578e-05  -3.886565364914031963e-03  2.110656372223285323e-04  1.173683447775913762e-02  7.358958183921634729e-04  -1.597202430876901690e-03  5.801492101425358237e-05  -3.408094752788831672e-05
4.005980828354137964e-05  3.755636669190470285e-05  4.885986390690951094e-03  -9.796309685270147437e-05  9.552656600140228826e-05  7.677010435861801221e-08  -7.628766549341920626e-04  2.380348695353922078e-05  -1.698308168837009738e-04  -1.239043926826751558e-05  7.254605932935323954e-04  -2.567107274070893985e-07  2.401127687283133058e-05  -7.594929714335650573e-04  -1.697975975983169830e-04  -7.267930374655193941e-04  1.228586417562199380e-05  1.401751593158107934e-06
4.956012288650653614e-06  -1.279609288342451389e-03  -9.796309685270537749e-05  2.554798259705549565e-02  3.881869699199274004e-05  -6.754038091096115971e-05  8.261090800449968365e-05  -1.645264824573003913e-04  4.739157505189653673e-05  1.044275691385377226e-03  -6.574585232132026686e-05  7.745004494337422987e-04  4.676301790061885953e-05  -1.650793770519410437e-03  7.216647715028392694e-04  -1.733321012379360464e-03  2.689727077600893856e-05  -1.103981262593986025e-05
1.268743346166881529e-03  -6.439260931223892155e-06  9.552656600141016228e-05  3.881869699199505752e-05  2.555431608418219300e-02  -7.603114114154733364e-05  1.661014694165615768e-03  -4.586890609796537798e-05  -7.212735666447378903e-04  2.667508981315564229e-05  -1.734528487557074729e-03  -1.187542933435091447e-06  1.662277202315042305e-04  -8.465271178867616534e-05  -4.764882642173209507e-05  -6.496562259950832449e-05  1.045873809547793500e-03  7.695437398025192950e-04
7.828796409780094901e-04  -7.803153460693586750e-04  7.677010435169110911e-08  -6.754038091094102065e-05  -7.603114114155629186e-05  2.875277477281582006e-02  8.083545659938401809e-04  4.350145787526353731e-03  8.755363954111270190e-05  -7.207422475073447165e-04  1.619854763448738254e-04  -1.779752876451907908e-03  -4.354832799372879842e-03  -8.075806018148442861e-04  -8.801668477205835787e-05  1.526274869421022958e-04  -7.250347028291493148e-04  -1.784150033845960945e-03
1.173207326626057694e-02  -2.115326646549137689e-04  -7.628766549341941226e-04  8.261090800450098469e-05  1.661014694165599721e-03  8.083545659938427830e-04  1.785116385182082890e-02  4.725175153657156955e-04  -9.337005735951311720e-05  -1.299985538731623523e-04  1.270671767601395333e-03  1.970504077950541730e-04  3.160787991020267557e-03  -1.092909792407918993e-03  -2.598731951388842014e-04  4.141735070312921622e-04  7.762587583891866760e-04  1.944908000651972800e-03
2.119732743348404734e-04  2.872817623069915706e-03  2.380348695354091824e-05  -1.645264824573006081e-04  -4.586890609796399562e-05  4.350145787526371946e-03  4.725175153657268086e-04  2.192018380228412736e-02  8.773615311878552893e-05  -1.268124345825643543e-03  8.417065334496915188e-05  9.157650952647393731e-04  -2.772802803623818091e-03  3.159534721011924077e-03  4.339848436366806938e-04  -6.687660659809060689e-04  -9.699063442946489772e-04  1.160480740793445441e-03
7.350216294168294019e-04  -4.553201916053720827e-05  -1.698308168837045517e-04  4.739157505189741087e-05  -7.212735666447409261e-04  8.755363954111529043e-05  -9.337005735951413364e-05  8.773615311879170888e-05  5.000503336063681983e-03  -2.546755834224144821e-05  -1.160237441439620506e-04  4.530530037361601585e-05  4.340538782569520267e-04  -2.599719238665746139e-04  -1.051902092749804703e-04  4.636783448139006901e-06  6.524415572766236067e-05  -4.471890185015048162e-05
-5.846053333902397899e-05  -3.317155057425464249e-04  -1.239043926826746645e-05  1.044275691385371154e-03  2.667508981316091762e-05  -7.207422475073392955e-04  -1.299985538731761217e-04  -1.268124345825630533e-03  -2.546755834223485491e-05  2.793902054153778181e-02  -3.734781064362975106e-05  2.095787640127498260e-04  9.696100678527040141e-04  -7.756748919816085436e-04  -6.518030369562993287e-05  4.430162904108048350e-05  8.314214375257161175e-05  -4.666155218989000500e-04
1.587668940918765190e-03  -7.392267255172941100e-05  7.254605932935374911e-04  -6.574585232132335684e-05  -1.734528487557079283e-03  1.619854763448674558e-04  1.270671767601400754e-03  8.417065334496553336e-05  -1.160237441439683525e-04  -3.734781064364229393e-05  2.576627628777336532e-02  3.945821816672704171e-05  6.688470299461083931e-04  -4.149143375579007992e-04  -4.963552892474857690e-06  -3.269988623273480799e-05  4.493635882909399293e-05  1.664391685617909325e-04
3.334188811098146249e-05  -3.886565364914030228e-03  -2.567107274053743685e-07  7.745004494337512976e-04  -1.187542933433549000e-06  -1.779752876451924171e-03  1.970504077950478304e-04  9.157650952647404573e-04  4.530530037361508072e-05  2.095787640127321264e-04  3.945821816670844765e-05  3.145312603689013470e-02  -1.160658570252257266e-03  -1.943985627108969641e-03  4.462271076339074379e-05  1.701372537825521572e-04  -4.656606516805807117e-04  4.896425648897619054e-04
2.874302817189188300e-03  2.110656372223664522e-04  2.401127687283982463e-05  4.676301790060961671e-05  1.662277202315006527e-04  -4.354832799372871169e-03  3.160787991020273194e-03  -2.772802803623815055e-03  4.340538782569422147e-04  9.696100678527131214e-04  6.688470299461091520e-04  -1.160658570252255965e-03  2.191865662657243793e-02  4.722298119183370954e-04  8.757941865701431212e-05  -8.201388006986137628e-05  1.268828852157535348e-03  -9.190094286468518826e-04
-2.108914860558699477e-04  1.173683447775911680e-02  -7.594929714335651658e-04  -1.650793770519436675e-03  -8.465271178865724601e-05  -8.075806018148223853e-04  -1.092909792407902514e-03  3.159534721011945761e-03  -2.599719238665729876e-04  -7.756748919816037731e-04  -4.149143375578962455e-04  -1.943985627108971159e-03  4.722298119183682662e-04  1.784414078376378096e-02  -9.411865670629881975e-05  -1.259856732240388286e-03  1.299756664678826737e-04  -1.969569805988797412e-04
-4.528119445284940043e-05  7.358958183921701949e-04  -1.697975975983153296e-04  7.216647715028408957e-04  -4.764882642173330125e-05  -8.801668477205847984e-05  -2.598731951388774252e-04  4.339848436366714780e-04  -1.051902092749858371e-04  -6.518030369563013616e-05  -4.963552892477430129e-06  4.462271076338812816e-05  8.757941865699794067e-05  -9.411865670629407637e-05  5.000859561795684485e-03  1.138180458871991242e-04  2.552809209046996469e-05  -4.534721641644205671e-05
7.312809910529393992e-05  -1.597202430876904942e-03  -7.267930374655176594e-04  -1.733321012379360248e-03  -6.496562259950111455e-05  1.526274869420946522e-04  4.141735070312943306e-04  -6.687660659809087794e-04  4.636783448138201373e-06  4.430162904107687853e-05  -3.269988623274619211e-05  1.701372537825452183e-04  -8.201388006984878598e-05  -1.259856732240395008e-03  1.138180458871976199e-04  2.576015620204933146e-02  -3.714642573063135778e-05  5.171725178396927719e-05
3.314731178692532465e-04  5.801492101425753293e-05  1.228586417562111119e-05  2.689727077599703606e-05  1.045873809547793283e-03  -7.250347028291319676e-04  7.762587583891782193e-04  -9.699063442946331479e-04  6.524415572766332290e-05  8.314214375258074615e-05  4.493635882909948170e-05  -4.656606516805801154e-04  1.268828852157517133e-03  1.299756664678913744e-04  2.552809209046653929e-05  -3.714642573061081892e-05  2.793874910375848675e-02  2.136585400206872723e-04
3.889939252315390179e-03  -3.408094752789574350e-05  1.401751593163682682e-06  -1.103981262592674987e-05  7.695437398025071520e-04  -1.784150033845943815e-03  1.944908000651982558e-03  1.160480740793449561e-03  -4.471890185015132865e-05  -4.666155218989041157e-04  1.664391685617917999e-04  4.896425648897518223e-04  -9.190094286468530752e-04  -1.969569805989205343e-04  -4.534721641644045073e-05  5.171725178397131007e-05  2.136585400207119921e-04  3.144245310378084024e-02
